turbidez_ntu,desviacion_sello_micras,conteo_particulas,variacion_color_pct,presion_interna_psi,estado_vial
1.4756688707828354,5.720367516050753,19.37494482643212,0.019892938913666308,14.789828887277615,Apto
0.12175617378566095,11.365881136530728,20.961894442082254,0.031530074652353565,14.634503039604812,Apto
1.1029063105119876,12.581992492535214,3.158099817313113,0.0793138083011005,14.612502811384873,Apto
0.323464720020774,10.92149413137538,7.086393113849908,0.010387522373999314,14.725725780088222,Apto
1.430750900388566,6.719204847716666,13.671149579859126,0.1323512144987447,14.836432542592208,Apto
0.42769590618149067,1.2682887334301256,18.90382208800979,0.0514324533729707,14.759665112308598,Apto
0.6015314129790018,17.123166746453375,12.306712305491597,0.22676873509829323,14.92554284132717,Apto
1.590959251094538,13.789245920680269,8.353024823456987,0.15072197741951338,14.741105830498574,Apto
1.7322513970811988,15.76886418775792,20.03613267458205,0.015886129750903977,14.766188051410861,Apto
1.162482335188446,10.768890387131465,21.003857515074145,0.15798241735667584,14.26351703466532,Apto
1.4725433459504094,9.558009069270405,13.48375106005058,0.04690720470798067,14.414328678523146,Apto
0.0,14.4495400666808,1.3999435666031559,0.3210575030384303,14.977488672546755,Contaminado
1.3771018362234573,6.326660905345895,14.056767078544429,0.27553065970890284,14.563585347229926,Apto
1.6016232443131997,8.532095707079634,24.25955818612428,0.009125295325289634,14.665406770767417,Apto
0.947368419641427,16.516482404348093,20.466469848266513,0.11772319839676583,14.413578474431366,Apto
3.821222467297572,13.307633710829329,35.52843390429665,0.23661325098380184,14.337300329988933,Contaminado
1.7650090263746911,15.561595034627015,9.397097552965647,0.05449932889495637,14.596328181239484,Apto
1.466366587725277,18.488939462064735,0.0,0.4274015699602205,14.299077485341346,Contaminado
1.8786946621048224,12.980690533093163,0.0,0.17604206482887236,14.4711374402759,Contaminado
0.49184404266327786,5.106902723106367,1.7722728117301632,0.13374286317410497,14.458981198002174,Apto
3.7517531864094114,7.0058399255588935,25.14330323825328,0.27083418422539357,15.46769329197047,Contaminado
1.9204832152975726,5.295439749714829,34.59360665456289,0.09645738103297218,14.654632447843648,Apto
1.4684571886174036,7.931661023932489,14.32296813181693,0.1486935287033181,14.73778954780344,Apto
1.3933419491629653,8.872832969362591,20.1722844228179,0.0,14.57936770000234,Apto
1.9652942696002142,13.378741906841647,23.225500897031438,0.0,14.799748045073418,Apto
1.1214255388561223,3.1990262289566767,22.304071992487177,0.11529550196881044,14.542095569932293,Apto
0.5745120148048684,8.573520678962918,23.707706818043704,0.0585669604502963,14.679647515995962,Apto
1.15310907757235,9.75397855907096,12.285202596426315,0.16439086778110745,14.828945335349681,Apto
1.6807290780459176,9.205470016754715,11.974766759869459,0.27919685801644634,14.90870271442682,Apto
1.194304347259269,18.59538213789441,15.218626718803876,0.022481473837713956,14.620154768054487,Apto
1.9810445663722285,15.439602293664327,9.393024463571319,0.08585397292319158,14.953428887601019,Apto
1.2586883731621499,6.9565717562061,10.414628392750172,0.08240013254574843,14.511150961402116,Apto
1.100762130192141,13.081101947561635,17.464760052829828,0.029678234721149915,14.62147890860598,Apto
1.3582240850093714,10.840427826669117,30.350439613150165,0.1990252233800287,14.464885758766966,Apto
1.9683415941343365,15.213362139029714,15.189138794887265,0.17554329129631385,14.79178377582343,Apto
1.5423783201443144,18.84859762951323,9.395262700495312,0.07151174388379769,14.338856364819309,Apto
1.6390029738437062,9.355928835281098,26.306536380241575,0.1644614870629989,14.656718071558219,Apto
1.7030679416035994,3.5065684741655563,10.336815795789938,0.0,14.314824813171503,Apto
0.5860623754076785,12.9558221972778,14.73912874244779,0.17085330744195154,14.733832500220842,Apto
0.81340826399152,8.358823458118144,6.048585662632377,0.0,14.503715391579458,Apto
1.4926084234811934,9.661298419218706,16.765307092762573,0.03704823629282321,14.557871474449671,Apto
0.7123253249701678,9.706584654314552,25.279646645771365,0.29133239152173185,14.837056249711436,Apto
1.2037253655561364,7.283077300427319,22.524315754159574,0.16222703049901338,14.592911878341496,Apto
1.4176606763752848,12.010550633297,8.029712809972672,0.0,14.461521385211181,Apto
1.5709880500576088,9.238236575709044,15.170514948359306,0.21118913519861954,14.455174192387027,Apto
1.2702321174740465,12.140427308534806,27.71566012287858,0.30771684733968363,14.997323497585604,Apto
1.3695174899436233,9.95799686012589,18.741442356501402,0.020178597557344857,14.963893954791896,Apto
0.8232806524123852,18.039863115735507,7.258739363262719,0.09646090867360874,14.451249426983239,Apto
0.9639288354996608,8.505229958558479,26.79624701412015,0.17634759372413927,14.740180426481096,Apto
1.3501425020001858,1.4503112637436644,23.92760836393641,0.0,14.824394790958054,Apto
0.0,14.098616737834615,17.376808976848828,0.13975220159755142,14.745934254427906,Apto
1.7961203186377432,9.463698734413121,6.228743654754329,0.23711660186072264,14.852120081155144,Apto
1.2140140086206117,11.616065006235434,18.234136481574335,0.10146619675225631,14.801446239749364,Apto
